estado;cidade;populacao;pib;pib_percapita
MATO GROSSO DO SUL;GUIA LOPES DA LAGUNA;10407;103997.7265625;9993.05957031
SÃO PAULO;IBIÚNA;67392;703188.0625;10434.29980469
MINAS GERAIS;SANTA BÁRBARA DO TUGÚRIO;4574;28011.52929688;6124.08007812
MATO GROSSO;ÁGUA BOA;20276;367902.125;18144.7109375
PIAUÍ;COCAL DOS ALVES;5525;17449.0859375;3158.20996094
RIO GRANDE DO NORTE;SÃO PEDRO;6590;27908.86328125;4235.02978516
RIO DE JANEIRO;PARAÍBA DO SUL;41679;487127.4375;11687.59960938
RIO GRANDE DO NORTE;LUÍS GOMES;10144;38557.828125;3801.05004883
MINAS GERAIS;PATROCÍNIO;86467;1291521.0;14936.58007812
RIO GRANDE DO SUL;ENTRE RIOS DO SUL;3087;76808.6171875;24881.31054688
PARAÍBA;NAZAREZINHO;7248;29003.875;4001.63989258
RONDÔNIA;ESPIGÃO D'OESTE;28892;319634.03125;11063.05957031
BAHIA;MATA DE SÃO JOÃO;39585;303156.75;7658.37011719
MINAS GERAIS;DESTERRO DE ENTRE RIOS;7173;34978.38671875;4876.39990234
TOCANTINS;ALVORADA;8161;122968.6015625;15067.83007812
PARAÍBA;SÃO DOMINGOS;2822;12841.70410156;4550.56982422
BAHIA;NOVA ITARANA;7875;24762.71875;3144.4699707
RIO GRANDE DO SUL;VENÂNCIO AIRES;67682;1643010.0;24275.43945312
PARANÁ;PIÊN;11811;280972.4375;23789.05078125
PARÁ;TAILÂNDIA;72720;351910.1875;4839.25
MINAS GERAIS;PIRAPORA;53708;897816.875;16716.63085938
RIO GRANDE DO SUL;ARROIO DO PADRE;2882;26049.45507812;9038.66992188
SÃO PAULO;CASA BRANCA;28189;566633.9375;20101.24023438
PARÁ;MAGALHÃES BARATA;7895;23328.38085938;2954.83007812
RIO DE JANEIRO;RIO BONITO;55051;834572.375;15159.99023438
PERNAMBUCO;GRAVATÁ;75229;382127.21875;5079.52001953
BAHIA;CASTRO ALVES;24978;110339.4765625;4417.47021484
RIO GRANDE DO SUL;ESTRELA VELHA;3777;74811.6796875;19807.16992188
GOIÁS;NOVA CRIXÁS;13432;163690.328125;12186.58984375
SÃO PAULO;ROSANA;18918;778538.875;41153.33984375
MARANHÃO;SUCUPIRA DO NORTE;10535;31425.09570312;2982.91992188
MARANHÃO;PASSAGEM FRANCA;17898;61833.859375;3454.79003906
MATO GROSSO;PONTAL DO ARAGUAIA;5322;42808.26953125;8043.64013672
MATO GROSSO;PEIXOTO DE AZEVEDO;30363;220627.171875;7266.31982422
SANTA CATARINA;DESCANSO;8898;135342.984375;15210.5
MINAS GERAIS;PERDIGÃO;7961;60268.73046875;7570.5
PERNAMBUCO;JAQUEIRA;12642;47317.8203125;3742.90991211
MINAS GERAIS;DIVINO DAS LARANJEIRAS;5092;29345.26171875;5763.00976562
MINAS GERAIS;MONTE SIÃO;20135;178911.0;8885.5703125
MARANHÃO;CENTRAL DO MARANHÃO;9246;23766.75390625;2570.48999023
RORAIMA;CAROEBE;7569;77312.140625;10214.30957031
SÃO PAULO;ITU;157384;4131263.25;26249.58007812
PIAUÍ;WALL FERRAZ;4636;16078.15722656;3468.11010742
PERNAMBUCO;LAGOA GRANDE;22408;200862.234375;8963.86035156
RIO GRANDE DO SUL;DOUTOR RICARDO;2101;26910.1171875;12808.24023438
MINAS GERAIS;RITÁPOLIS;5149;32851.6171875;6380.18994141
SERGIPE;TOBIAS BARRETO;49261;243702.859375;4947.18017578
RIO GRANDE DO NORTE;PAU DOS FERROS;27809;190029.671875;6833.39013672
MINAS GERAIS;IPABA;15422;59279.8671875;3843.85009766
MARANHÃO;FORMOSA DA SERRA NEGRA;17792;64831.62109375;3643.86010742
MATO GROSSO;PORTO DOS GAÚCHOS;6383;134702.203125;21103.26953125
ALAGOAS;MONTEIRÓPOLIS;7292;22985.1328125;3152.10009766
GOIÁS;GUARANI DE GOIÁS;4093;29066.02539062;7101.39990234
RIO GRANDE DO NORTE;LAGOA DE VELHOS;2789;14934.08105469;5354.64013672
PARAÍBA;SERRARIA;6798;28761.53125;4230.87988281
SÃO PAULO;LORENA;82770;1190193.375;14379.53027344
ACRE;ACRELÂNDIA;12241;151120.015625;12345.40039062
PARANÁ;BOM SUCESSO;6676;54343.4140625;8140.12011719
MATO GROSSO DO SUL;INOCÊNCIA;7501;141434.296875;18855.390625
MATO GROSSO DO SUL;BRASILÂNDIA;12538;197891.875;15783.37011719
RIO GRANDE DO SUL;ÁUREA;3789;44621.8984375;11776.70019531
MINAS GERAIS;MONTE ALEGRE DE MINAS;19051;361592.75;18980.25
SÃO PAULO;PEDRANÓPOLIS;2834;31103.59179688;10975.16015625
SÃO PAULO;MOJI MIRIM;88373;2281638.5;25818.26953125
SÃO PAULO;AREALVA;7886;128288.984375;16267.94042969
GOIÁS;MAMBAÍ;7096;29512.58398438;4159.04980469
RIO GRANDE DO SUL;SÃO JOÃO DA URTIGA;5123;59495.82421875;11613.46972656
MARANHÃO;SÃO BERNARDO;26615;89596.7578125;3366.39990234
PIAUÍ;SÃO JOSÉ DO PIAUÍ;7028;26354.14453125;3749.87988281
PARÁ;BAGRE;20386;45750.63671875;2244.2199707
PARANÁ;GOIOXIM;8240;74918.0859375;9092.0
SÃO PAULO;ADOLFO;3710;68426.1484375;18443.7109375
BAHIA;CAIRU;14736;409264.625;27773.109375
PERNAMBUCO;ESCADA;62604;327138.03125;5225.50976562
RIO GRANDE DO SUL;SÃO JOSÉ DAS MISSÕES;3039;28139.48828125;9259.45996094
SÃO PAULO;GUARIBA;34508;502869.15625;14572.54003906
MARANHÃO;TUTÓIA;48424;135141.71875;2790.80004883
MINAS GERAIS;SÃO JOSÉ DO DIVINO;3881;23774.8359375;6125.95996094
MINAS GERAIS;DESCOBERTO;5126;33449.546875;6525.47021484
MINAS GERAIS;DIVINÉSIA;3409;19550.94335938;5735.10009766
MATO GROSSO;COLÍDER;32096;338273.46875;10539.4296875
PARANÁ;GRANDES RIOS;7839;53536.4375;6829.5
SANTA CATARINA;IPIRA;4771;42986.97265625;9010.04980469
BAHIA;MIRANTE;8375;26649.9296875;3182.08007812
AMAZONAS;PAUINI;19111;69596.59375;3641.69995117
RIO GRANDE DO SUL;SERTÃO;6644;121542.1953125;18293.52929688
MINAS GERAIS;CRISTÁLIA;5961;28999.57617188;4864.87988281
MINAS GERAIS;URUCUIA;12203;67718.234375;5549.31005859
PARÁ;SÃO JOÃO DA PONTA;5038;17295.59179688;3433.0300293
SÃO PAULO;NOVA CAMPINA;9267;137261.8125;14811.88964844
MINAS GERAIS;NANUQUE;41329;362926.0;8781.38964844
PARANÁ;PINHAL DE SÃO BENTO;2600;21329.3046875;8203.58007812
MATO GROSSO DO SUL;JUTI;5569;60655.3515625;10891.61035156
MINAS GERAIS;NOVO ORIENTE DE MINAS;10763;40001.7890625;3716.60009766
SÃO PAULO;ITOBI;7708;67564.7734375;8765.54003906
SÃO PAULO;RIBEIRÃO BONITO;11857;120750.140625;10183.87011719
BAHIA;GONGOGI;6170;26375.15234375;4274.74023438
MINAS GERAIS;IGARATINGA;9045;65943.7421875;7290.62988281
SANTA CATARINA;MORRO GRANDE;2775;71876.84375;25901.5703125
BAHIA;PORTO SEGURO;122896;805236.4375;6552.18017578
SANTA CATARINA;PONTE ALTA DO NORTE;3677;56893.35546875;15472.75976562
AMAZONAS;TAPAUÁ;19884;87235.609375;4387.22998047
GOIÁS;CAÇU;11343;163472.5625;14411.75976562
TOCANTINS;LAGOA DO TOCANTINS;3352;17725.50390625;5288.04003906
PARANÁ;SÃO PEDRO DO PARANÁ;2561;30827.7265625;12037.37988281
MINAS GERAIS;GUARDA-MOR;6778;214778.015625;31687.51953125
MINAS GERAIS;DIVINÓPOLIS;216099;2819794.25;13048.62011719
RIO GRANDE DO SUL;SÃO SEBASTIÃO DO CAÍ;21272;354538.71875;16666.91992188
PARAÍBA;CASSERENGUE;6985;26546.51367188;3800.5
RIO GRANDE DO SUL;JAGUARI;11762;137539.421875;11693.54003906
ESPIRITO SANTO;RIO NOVO DO SUL;11447;86314.1796875;7540.33007812
SÃO PAULO;ITAJOBI;14683;203594.890625;13866.03027344
CEARÁ;TEJUÇUOCA;16180;46976.1015625;2903.34008789
PERNAMBUCO;OROBÓ;22239;91671.5703125;4122.10986328
MINAS GERAIS;OLARIA;2479;15796.69824219;6372.20996094
MINAS GERAIS;SANTANA DO DESERTO;3977;20955.63671875;5269.20996094
PARÁ;CAPANEMA;64429;407624.25;6326.72021484
PARANÁ;PORTO RICO;2521;29434.99804688;11675.91992188
MATO GROSSO;SANTA RITA DO TRIVELATO;2751;272048.4375;98890.75
PARANÁ;CAMBARÁ;25102;319224.59375;12717.09960938
RORAIMA;RORAINÓPOLIS;26546;231527.21875;8721.74023438
SÃO PAULO;FERRAZ DE VASCONCELOS;179231;1381021.625;7705.25976562
BAHIA;IGAPORÃ;14970;48868.1171875;3264.39990234
PARAÍBA;VISTA SERRANA;3364;12908.87402344;3837.36010742
PARANÁ;ALTO PIQUIRI;10406;107586.5625;10338.90039062
SÃO PAULO;SÃO FRANCISCO;2894;26442.50976562;9137.00976562
SÃO PAULO;OCAUÇU;4341;44971.85546875;10359.79003906
SANTA CATARINA;ITAIÓPOLIS;20551;336894.96875;16393.11914062
TOCANTINS;AURORA DO TOCANTINS;3523;26203.36132812;7437.79980469
TOCANTINS;MURICILÂNDIA;2958;29540.20507812;9986.54980469
SÃO PAULO;IPIGUÁ;4253;34386.9375;8085.33984375
PARÁ;CONCEIÇÃO DO ARAGUAIA;47237;230119.125;4871.58984375
RIO DE JANEIRO;MIGUEL PEREIRA;25866;265608.03125;10268.62011719
PIAUÍ;BARRA D'ALCÂNTARA;3886;14653.90332031;3770.94995117
PARANÁ;SÃO PEDRO DO IVAÍ;9921;156357.171875;15760.21972656
MINAS GERAIS;BARROSO;20253;212967.875;10515.37011719
MINAS GERAIS;PIRANGA;17836;74883.703125;4198.45996094
SÃO PAULO;PEDREIRA;40752;608301.1875;14926.90039062
RIO GRANDE DO NORTE;BENTO FERNANDES;5199;27000.75195312;5193.45019531
MARANHÃO;MATÕES DO NORTE;11295;37177.8984375;3291.54003906
SÃO PAULO;POTIM;20668;150657.84375;7289.43017578
SÃO PAULO;SANTA FÉ DO SUL;29192;559734.875;19174.25976562
PARANÁ;JAPIRA;4797;37893.3984375;7899.39013672
RIO GRANDE DO SUL;ESTRELA;30603;633926.8125;20714.52929688
RIO GRANDE DO SUL;NOVA BOA VISTA;2113;33201.2890625;15712.87011719
GOIÁS;CATALÃO;81109;3663230.5;45164.2890625
PARANÁ;SANTO ANTÔNIO DO PARAÍSO;2315;28536.078125;12326.59960938
MINAS GERAIS;CONCEIÇÃO DE IPANEMA;4549;25230.13671875;5546.29980469
PARANÁ;SANTA TEREZA DO OESTE;9320;122129.3515625;13104.00976562
RIO GRANDE DO SUL;CANUDOS DO VALE;2004;21523.9140625;10740.48046875
SANTA CATARINA;VITOR MEIRELES;5756;71268.7265625;12381.63964844
MATO GROSSO;TERRA NOVA DO NORTE;15190;134435.46875;8850.25976562
SANTA CATARINA;IMBUIA;5738;90478.6875;15768.33007812
RIO GRANDE DO SUL;BENTO GONÇALVES;106999;2591081.5;24215.93945312
SÃO PAULO;NOVA GRANADA;18683;221840.3125;11873.91015625
PARAÍBA;FAGUNDES;12183;46244.48828125;3795.82006836
MINAS GERAIS;ALAGOA;2926;23611.453125;8069.52978516
MINAS GERAIS;LIBERDADE;5397;38933.765625;7213.95996094
MINAS GERAIS;SANTANA DO RIACHO;4405;23585.89648438;5354.35009766
CEARÁ;PACATUBA;71839;479294.34375;6671.77978516
TOCANTINS;PALMAS;188645;2964230.75;15713.26953125
MINAS GERAIS;CAPINÓPOLIS;16043;217788.640625;13575.30957031
MARANHÃO;CIDELÂNDIA;12866;81823.40625;6359.66015625
SANTA CATARINA;UNIÃO DO OESTE;3084;37974.44140625;12313.37011719
CEARÁ;SANTANA DO CARIRI;18369;67936.0;3698.39990234
BAHIA;POÇÕES;46390;216375.109375;4664.25976562
PARANÁ;PAULO FRONTIN;7398;87603.8515625;11841.55957031
SÃO PAULO;QUATÁ;12539;327698.0625;26134.31054688
SANTA CATARINA;JAGUARUNA;16418;197815.75;12048.70996094
SANTA CATARINA;SEARA;17827;578891.9375;32472.75976562
PIAUÍ;COLÔNIA DO GURGUÉIA;5947;20120.27734375;3383.27001953
BAHIA;PALMEIRAS;8437;33296.58203125;3946.5
AMAZONAS;FONTE BOA;18803;115856.546875;6161.60009766
GOIÁS;ABADIA DE GOIÁS;6301;38975.1328125;6185.54980469
TOCANTINS;BARRA DO OURO;3691;26856.734375;7276.27978516
PARAÍBA;SÃO JOÃO DO RIO DO PEIXE;18323;73621.5625;4017.98999023
PARANÁ;IVATUBA;2786;31708.81835938;11381.49023438
RIO GRANDE DO NORTE;BOM JESUS;8725;41508.27734375;4757.39990234
SÃO PAULO;CAÇAPAVA;85181;2136769.25;25085.05078125
GOIÁS;NOVO BRASIL;3377;33892.66015625;10036.3203125
PARÁ;PEIXE-BOI;7916;23817.72460938;3008.81005859
GOIÁS;FAZENDA NOVA;6399;59713.46875;9331.69042969
GOIÁS;CRIXÁS;15005;209922.59375;13990.1796875
PARANÁ;PINHAIS;118319;2381652.75;20129.08007812
MINAS GERAIS;JANUÁRIA;67516;334938.75;4960.87988281
AMAPÁ;AMAPÁ;7802;81456.1328125;10440.41992188
MINAS GERAIS;FELÍCIO DOS SANTOS;5865;24365.36523438;4154.37011719
PARANÁ;FORMOSA DO OESTE;7453;98713.546875;13244.80957031
RORAIMA;SÃO LUIZ;5979;54417.3203125;9101.41015625
MARANHÃO;COELHO NETO;45624;157696.421875;3456.43994141
MINAS GERAIS;CHALÉ;5598;29614.703125;5290.22998047
SANTA CATARINA;CORONEL MARTINS;2583;32803.5703125;12699.79980469
RIO GRANDE DO SUL;NOVO TIRADENTES;2387;25313.7265625;10604.83007812
CEARÁ;MILHÃ;14826;49370.15625;3329.9699707
MINAS GERAIS;TRÊS MARIAS;28042;886700.8125;31620.4609375
PERNAMBUCO;BREJINHO;7369;26529.21679688;3600.11010742
GOIÁS;CAMPO ALEGRE DE GOIÁS;6286;233007.375;37067.671875
MINAS GERAIS;FORTUNA DE MINAS;2541;23232.98828125;9143.25
RIO GRANDE DO NORTE;MOSSORÓ;244287;2910955.5;11916.12988281
MINAS GERAIS;GRUPIARA;1468;16615.0390625;11318.15039062
SÃO PAULO;GUARATINGUETÁ;113357;2336862.5;20615.0703125
BAHIA;JUSSARI;6914;33357.0625;4824.56982422
SANTA CATARINA;MONDAÍ;9515;267737.5;28138.4609375
PARAÍBA;CONCEIÇÃO;17988;72604.3203125;4036.26000977
SÃO PAULO;SÃO PEDRO;31575;348302.53125;11030.95996094
RIO GRANDE DO SUL;TEUTÔNIA;27215;613187.8125;22531.25
SÃO PAULO;PONTALINDA;4200;38302.2890625;9119.58984375
MINAS GERAIS;ARAPUÁ;2778;42282.94140625;15220.63964844
MARANHÃO;MONÇÃO;28602;94031.5234375;3287.59008789
MARANHÃO;PINDARÉ-MIRIM;32236;115792.71875;3592.0300293
RIO GRANDE DO SUL;SÃO JOÃO DO POLÊSINE;2782;35900.1484375;12904.44042969
MARANHÃO;SÍTIO NOVO;16086;63305.64453125;3935.44995117
SANTA CATARINA;XAVANTINA;4316;80354.28125;18617.76953125
PIAUÍ;JOAQUIM PIRES;14276;40390.91796875;2829.29003906
SÃO PAULO;BATATAIS;56476;895422.4375;15854.91992188
GOIÁS;NOVA AMÉRICA;2278;16354.48339844;7179.31982422
BAHIA;AMÉLIA RODRIGUES;24491;120464.75;4918.74023438
SÃO PAULO;ELIAS FAUSTO;15312;528139.1875;34491.8515625
MARANHÃO;CACHOEIRA GRANDE;9286;26988.92382812;2906.40991211
SÃO PAULO;SANTA LÚCIA;8154;64988.95703125;7970.18994141
MINAS GERAIS;ITACAMBIRA;5303;27237.48242188;5136.24023438
MINAS GERAIS;MATUTINA;3789;38726.0078125;10220.63964844
RIO GRANDE DO SUL;SÃO VALENTIM;3996;45793.0;11459.70996094
PARANÁ;CORUMBATAÍ DO SUL;4220;30388.60351562;7201.08984375
PARAÍBA;CAJAZEIRAS;57875;426916.625;7376.52978516
SÃO PAULO;JALES;49996;668454.875;13370.16992188
SANTA CATARINA;SANTO AMARO DA IMPERATRIZ;18436;209857.84375;11383.04980469
PERNAMBUCO;;19026;86340.6015625;4538.02978516
MINAS GERAIS;FRANCISCO BADARÓ;10604;36256.87890625;3419.16992188
MATO GROSSO DO SUL;TACURU;9554;94785.0703125;9920.98046875
RIO GRANDE DO NORTE;LAGOA DE PEDRAS;7282;27062.73632812;3716.38989258
RIO GRANDE DO NORTE;EXTREMOZ;22751;134227.40625;5899.85009766
SÃO PAULO;APARECIDA D'OESTE;4598;46590.22265625;10132.71972656
PARANÁ;IVATÉ;8294;118656.671875;14306.33007812
MARANHÃO;BACABAL;98489;505599.8125;5133.56982422
GOIÁS;ALOÂNDIA;2118;17409.11523438;8219.59960938
MINAS GERAIS;SÃO GOTARDO;32580;373019.53125;11449.33984375
SÃO PAULO;ARANDU;6212;68926.9375;11095.76953125
BAHIA;GUANAMBI;79886;491441.5625;6151.79003906
RONDÔNIA;OURO PRETO DO OESTE;36725;406834.21875;11077.84960938
BAHIA;ICHU;6148;19514.67382812;3174.14990234
BAHIA;RIACHO DE SANTANA;30602;136802.359375;4470.37011719
MINAS GERAIS;MATOZINHOS;35233;518959.375;14729.36035156
RIO GRANDE DO SUL;ITACURUBI;3712;51409.2890625;13849.49023438
SÃO PAULO;CORONEL MACEDO;5343;58621.4140625;10971.62988281
PARAÍBA;SÃO MIGUEL DE TAIPU;6812;24999.91796875;3669.97998047
RIO GRANDE DO SUL;CHARQUEADAS;36045;723649.875;20076.2890625
RIO GRANDE DO SUL;ALPESTRE;8880;87360.328125;9837.87011719
PARANÁ;SANTA AMÉLIA;4105;31057.0078125;7565.64990234
PERNAMBUCO;ITAPETIM;14063;49816.1640625;3542.36010742
PARANÁ;RIO BONITO DO IGUAÇU;15121;118062.1875;7807.83007812
PIAUÍ;GUARIBAS;4491;13286.66894531;2958.51000977
CEARÁ;CRUZ;23540;76905.4609375;3267.01000977
GOIÁS;BURITI ALEGRE;8454;141374.421875;16722.7890625
GOIÁS;TEREZÓPOLIS DE GOIÁS;5951;47221.2109375;7935.0
GOIÁS;RIALMA;10911;119340.1796875;10937.59960938
CEARÁ;OCARA;24636;75618.8359375;3069.43994141
PERNAMBUCO;AFOGADOS DA INGAZEIRA;35528;174596.234375;4914.33007812
MINAS GERAIS;NOVA ERA;18579;238511.484375;12837.69042969
CEARÁ;PARAIPABA;29892;141155.40625;4722.18017578
PERNAMBUCO;SERTÂNIA;35914;161626.96875;4500.39013672
BAHIA;ANDORINHA;14201;71736.671875;5051.52001953
MARANHÃO;BURITI;26202;99994.796875;3816.30004883
PARAÍBA;MONTEIRO;31100;165522.65625;5322.27001953
SÃO PAULO;MIRANTE DO PARANAPANEMA;18131;122058.875;6732.04980469
MATO GROSSO;BARÃO DE MELGAÇO;7851;59532.46484375;7582.79003906
GOIÁS;ESTRELA DO NORTE;3223;24145.83007812;7491.72998047
RIO GRANDE DO NORTE;CURRAIS NOVOS;43536;289145.5625;6641.52978516
SÃO PAULO;ITATIBA;99047;2928060.75;29562.33984375
PARÁ;ÓBIDOS;48429;205298.015625;4239.14990234
SANTA CATARINA;BRAÇO DO NORTE;29317;502818.3125;17151.08007812
PARAÍBA;DUAS ESTRADAS;3855;19897.0703125;5161.37011719
PIAUÍ;FRONTEIRAS;11502;164702.8125;14319.49023438
MINAS GERAIS;SERRA DA SAUDADE;890;10433.84667969;11723.41992188
SERGIPE;SÃO MIGUEL DO ALEIXO;3813;23908.3203125;6270.20996094
PARANÁ;CAMPO MOURÃO;85896;1710904.875;19918.33007812
SÃO PAULO;OSASCO;718646;31616452.0;43994.46875
MINAS GERAIS;ELÓI MENDES;25532;248070.1875;9716.04980469
AMAZONAS;SÃO PAULO DE OLIVENÇA;32958;109349.2890625;3317.84008789
PARANÁ;NOVA LONDRINA;12898;164492.28125;12753.3203125
MINAS GERAIS;JENIPAPO DE MINAS;7242;29253.85351562;4039.4699707
SÃO PAULO;ANALÂNDIA;4558;70821.875;15537.9296875
BAHIA;TABOCAS DO BREJO VELHO;12608;44926.98828125;3563.37011719
MINAS GERAIS;ESTRELA DO SUL;7439;131656.03125;17698.08007812
SANTA CATARINA;MATOS COSTA;2826;27616.203125;9772.19042969
PERNAMBUCO;JUPI;14461;70330.21875;4863.43994141
MINAS GERAIS;FERVEDOURO;10754;55018.7890625;5116.12011719
MINAS GERAIS;LAMBARI;19244;154348.234375;8020.58984375
MINAS GERAIS;PONTO DOS VOLANTES;11458;41717.6640625;3640.91992188
BAHIA;BROTAS DE MACAÚBAS;10949;41737.30859375;3811.9699707
PARAÍBA;TEIXEIRA;14177;57575.5078125;4061.18994141
BAHIA;LAJEDO DO TABOCAL;8999;47203.65234375;5245.43017578
MARANHÃO;TUNTUM;39380;133867.625;3399.37988281
MINAS GERAIS;CONCEIÇÃO DOS OUROS;10869;100532.8515625;9249.5
MINAS GERAIS;SÃO JOSÉ DA LAPA;19234;264196.1875;13735.88964844
MINAS GERAIS;GUIRICEMA;9116;56681.55078125;6217.81005859
RONDÔNIA;NOVA BRASILÂNDIA D'OESTE;17698;163247.671875;9224.0703125
MINAS GERAIS;SÃO JOÃO BATISTA DO GLÓRIA;7198;314871.53125;43744.30859375
SÃO PAULO;POÁ;112481;2275422.0;20229.390625
RIO GRANDE DO SUL;COQUEIROS DO SUL;3342;45537.92578125;13625.95019531
CEARÁ;UMIRIM;19044;60732.4140625;3189.06005859
MINAS GERAIS;AUGUSTO DE LIMA;4599;34932.56640625;7595.68994141
RIO GRANDE DO SUL;TRÊS PALMEIRAS;4469;59938.80859375;13412.12988281
SÃO PAULO;TAGUAÍ;10849;120494.609375;11106.51953125
PARAÍBA;PIRPIRITUBA;10546;40174.56640625;3809.45996094
SANTA CATARINA;FORMOSA DO SUL;2683;33405.02734375;12450.62011719
MARANHÃO;BENEDITO LEITE;5567;18226.36132812;3274.0
ALAGOAS;PALESTINA;5071;15465.23339844;3049.73999023
RIO GRANDE DO SUL;CONSTANTINA;10191;117948.4921875;11573.79003906
GOIÁS;PILAR DE GOIÁS;2821;22013.68359375;7803.5
SÃO PAULO;GUATAPARÁ;6382;92286.71875;14460.46972656
SERGIPE;RIBEIRÓPOLIS;16194;113096.484375;6983.85009766
SANTA CATARINA;CAMPO ALEGRE;11713;169965.046875;14510.79980469
BAHIA;PIRAÍ DO NORTE;8818;36207.7734375;4106.12011719
MINAS GERAIS;SÃO BRÁS DO SUAÇUÍ;3657;70678.1171875;19326.80078125
RIO GRANDE DO SUL;SOBRADINHO;14744;170510.5;11564.74023438
SÃO PAULO;CÂNDIDO RODRIGUES;2770;48428.26171875;17483.13085938
MINAS GERAIS;CORAÇÃO DE JESUS;27110;137973.40625;5089.39013672
SANTA CATARINA;JOAÇABA;25322;851195.8125;33614.87109375
MINAS GERAIS;FRANCISCO SÁ;25994;159273.59375;6127.31982422
SERGIPE;ESTÂNCIA;63582;793643.5625;12482.20996094
SANTA CATARINA;ABELARDO LUZ;16899;412689.84375;24420.9609375
PARAÍBA;OLHO D'ÁGUA;7642;28109.671875;3678.31005859
ALAGOAS;CAPELA;17366;73067.953125;4207.52978516
RIO GRANDE DO SUL;CRUZ ALTA;64438;1524519.25;23658.69921875
PIAUÍ;ARRAIAL;5165;15607.98242188;3021.87011719
SÃO PAULO;SANTA CRUZ DO RIO PARDO;43483;821050.5;18882.09960938
MARANHÃO;LAGO DO JUNCO;9888;38999.54296875;3944.12988281
MINAS GERAIS;JURAMENTO;4108;28704.66015625;6987.5
GOIÁS;SANCLERLÂNDIA;7936;88431.5625;11143.08984375
PIAUÍ;CAJUEIRO DA PRAIA;7286;22541.13671875;3093.76000977
MINAS GERAIS;SANTA CRUZ DE SALINAS;5466;22361.55664062;4091.0300293
MINAS GERAIS;UMBURATIBA;2844;18525.68945312;6513.95996094
PIAUÍ;PEDRO II;37850;113815.4375;3007.01000977
SÃO PAULO;ÁLVARO DE CARVALHO;4984;36335.70703125;7290.47021484
MINAS GERAIS;ABADIA DOS DOURADOS;6805;71222.171875;10466.15039062
PARANÁ;SANTA CRUZ DE MONTE CASTELO;8015;86949.40625;10848.33984375
PARANÁ;CALIFÓRNIA;7767;56040.73828125;7215.24023438
PARANÁ;NOVA FÁTIMA;8259;64224.46875;7776.29980469
SÃO PAULO;AMERICANA;205229;6126170.5;29850.41015625
TOCANTINS;FÁTIMA;4123;33895.98046875;8221.19042969
MATO GROSSO;NOVA XAVANTINA;19398;223776.71875;11536.0703125
RIO GRANDE DO SUL;CERRITO;6767;51965.35546875;7679.22998047
RIO GRANDE DO NORTE;ARÊS;12732;162538.609375;12766.15039062
RIO GRANDE DO SUL;LAGOÃO;6702;59938.05078125;8943.30957031
PARÁ;DOM ELISEU;39088;229661.15625;5875.49023438
MINAS GERAIS;ALMENARA;38531;211526.859375;5489.77978516
PERNAMBUCO;PASSIRA;28518;105706.2578125;3706.64990234
GOIÁS;NERÓPOLIS;20260;338301.90625;16698.01953125
MINAS GERAIS;GUARACIABA;10820;44316.84375;4095.83007812
PARANÁ;FRANCISCO BELTRÃO;76311;1176560.375;15417.96972656
SÃO PAULO;SALTO DE PIRAPORA;39616;479193.375;12095.95996094
MINAS GERAIS;FERROS;11531;58730.26953125;5093.25
SÃO PAULO;AVAÍ;5170;46511.03125;8996.33007812
RIO GRANDE DO SUL;GUAPORÉ;22589;334787.625;14820.83007812
SÃO PAULO;PIRAPOZINHO;25236;393270.96875;15583.73046875
PARÁ;SÃO GERALDO DO ARAGUAIA;25027;130322.4453125;5207.27001953
PARANÁ;SANTA TEREZINHA DE ITAIPU;20539;254992.921875;12415.05957031
GOIÁS;ALTO HORIZONTE;3392;411189.625;121223.359375
PARANÁ;ÂNGULO;2893;32694.72851562;11301.3203125
SÃO PAULO;REGINÓPOLIS;8172;64745.5625;7922.85009766
PARAÍBA;CATURITÉ;4629;32676.77929688;7059.14013672
RIO GRANDE DO SUL;IVOTI;20160;364619.03125;18086.25976562
GOIÁS;MINEIROS;48329;886822.875;18349.69921875
CEARÁ;ACARAÚ;54753;230465.71875;4209.18994141
TOCANTINS;TUPIRATINS;2143;30757.4375;14352.50976562
RIO DE JANEIRO;ITABORAÍ;228996;2013343.625;8792.04980469
RIO GRANDE DO SUL;MINAS DO LEÃO;8124;81327.3671875;10010.75
SÃO PAULO;EUCLIDES DA CUNHA PAULISTA;10168;61219.453125;6020.79980469
MINAS GERAIS;ORATÓRIOS;4538;27503.37695312;6060.68017578
RIO GRANDE DO SUL;FLORES DA CUNHA;26695;517292.5;19377.88085938
PERNAMBUCO;BODOCÓ;34988;135253.546875;3865.70996094
BAHIA;MONTE SANTO;53429;161170.625;3016.54003906
SANTA CATARINA;TURVO;11427;334084.625;29236.41992188
MINAS GERAIS;JOAÍMA;15464;68067.1015625;4401.64990234
MATO GROSSO DO SUL;BANDEIRANTES;6001;109730.15625;18285.31054688
MATO GROSSO;PRIMAVERA DO LESTE;46933;1969609.0;41966.3984375
PARAÍBA;PILAR;11737;48637.65625;4143.95996094
PARANÁ;KALORÉ;4718;48218.3984375;10220.08984375
SÃO PAULO;EMBAÚBA;2442;35835.5;14674.65039062
RIO GRANDE DO SUL;TERRA DE AREIA;10389;84932.109375;8175.20019531
PARANÁ;GUARACI;5183;38261.27734375;7382.06982422
BAHIA;MATINA;13245;33801.07421875;2551.98999023
MATO GROSSO;COLNIZA;31597;299267.5;9471.38964844
